render,id,label,Level,L1,L2,L3,L4,L5,L6,,N1,N2,N3,N4,N5,N6,Angle,Radius,horiz,vert,hpos,ypos,hpos,ypos,Num,Num,parent,subparent,kind,classes,scale,oooOpacity,oookind,ooosymbol,ooox,oooy,ooow,oooh,labelParams,sssOpacity,ssskind,ssssymbol,sssstack,sssx,sssy,sssw,sssh,xxxOpacity,xxxkind,xxxsymbol,xxxstack,xxxx,xxxy,xxxw,xxxh,xxxLabel,xxxLabelParams,vvvOpacity,vvvkind,vvvsymbol,vvvstack,vvvx,vvvy,vvvw,vvvh,vvvLabel,vvvLabelParams,unoa,unob,linestyle,startKind,endKind,startOffsetX,startOffsetY,endOffsetX,endOffsetY,routing,,,,,,,
X,n4-2-2-3,E123,4,4,2,2,3,,,,8,4,3,3,,,-26.875,740,-119.444444444444,0,1561.65,1481.82,880.555555555556,1000,,,D41,,node,,1,1,symbol,OpenCircle,1561.65,1481.82,12,12,0 1561.65 1481.82 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1561.65,1481.82,20.4,20.4,0.55,ellipse,4vvv,,1561.65,1481.82,12,12,,,1,ellipse,4vvv,,1561.65,1481.82,12,12,,,,,,,,,,,,,,,,,,,
X,n4-2-3,D42,3,4,2,3,,,,,8,4,3,,,,-24.375,640,-108.333333333333,0,1467.11,1437.5,891.666666666667,1000,,,C14,,node,,1,1,symbol,OpenCircle,1467.11,1437.5,35,35,1 1467.11 1437.5 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1467.11,1437.5,59.5,59.5,0.55,ellipse,3vvv,,1467.11,1437.5,35,35,,,1,ellipse,3vvv,,1467.11,1437.5,35,35,,,,,,,,,,,,,,,,,,,
X,n4-2-3-1,E124,4,4,2,3,1,,,,8,4,3,3,,,-25.625,740,-113.888888888889,0,1551.01,1493.96,886.111111111111,1000,,,D42,,node,,1,1,symbol,OpenCircle,1551.01,1493.96,12,12,0 1551.01 1493.96 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1551.01,1493.96,20.4,20.4,0.55,ellipse,4vvv,,1551.01,1493.96,12,12,,,1,ellipse,4vvv,,1551.01,1493.96,12,12,,,,,,,,,,,,,,,,,,,
X,n4-2-3-2,E125,4,4,2,3,2,,,,8,4,3,3,,,-24.375,740,-108.333333333333,0,1540.1,1505.86,891.666666666667,1000,,,D42,,node,,1,1,symbol,OpenCircle,1540.1,1505.86,12,12,0 1540.1 1505.86 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1540.1,1505.86,20.4,20.4,0.55,ellipse,4vvv,,1540.1,1505.86,12,12,,,1,ellipse,4vvv,,1540.1,1505.86,12,12,,,,,,,,,,,,,,,,,,,
X,n4-2-3-3,E126,4,4,2,3,3,,,,8,4,3,3,,,-23.125,740,-102.777777777778,0,1528.94,1517.52,897.222222222222,1000,,,D42,,node,,1,1,symbol,OpenCircle,1528.94,1517.52,12,12,0 1528.94 1517.52 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1528.94,1517.52,20.4,20.4,0.55,ellipse,4vvv,,1528.94,1517.52,12,12,,,1,ellipse,4vvv,,1528.94,1517.52,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3,C15,2,4,3,,,,,,8,4,,,,,-16.875,500,-75,0,1317.2,1386.51,925,1000,,,E108,,node,,1,1,symbol,OpenCircle,1317.2,1386.51,60,60,1 1317.2 1386.51 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1317.2,1386.51,102,102,0.55,ellipse,2vvv,,1317.2,1386.51,60,60,,,1,ellipse,2vvv,,1317.2,1386.51,60,60,,,,,,,,,,,,,,,,,,,
X,n4-3-1,D43,3,4,3,1,,,,,8,4,3,,,,-20.625,640,-91.6666666666667,0,1437.5,1467.11,908.333333333333,1000,,,C15,,node,,1,1,symbol,OpenCircle,1437.5,1467.11,35,35,1 1437.5 1467.11 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1437.5,1467.11,59.5,59.5,0.55,ellipse,3vvv,,1437.5,1467.11,35,35,,,1,ellipse,3vvv,,1437.5,1467.11,35,35,,,,,,,,,,,,,,,,,,,
X,n4-3-1-1,E127,4,4,3,1,1,,,,8,4,3,3,,,-21.875,740,-97.2222222222222,0,1517.52,1528.94,902.777777777778,1000,,,D43,,node,,1,1,symbol,OpenCircle,1517.52,1528.94,12,12,0 1517.52 1528.94 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1517.52,1528.94,20.4,20.4,0.55,ellipse,4vvv,,1517.52,1528.94,12,12,,,1,ellipse,4vvv,,1517.52,1528.94,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-1-2,E128,4,4,3,1,2,,,,8,4,3,3,,,-20.625,740,-91.6666666666667,0,1505.86,1540.1,908.333333333333,1000,,,D43,,node,,1,1,symbol,OpenCircle,1505.86,1540.1,12,12,0 1505.86 1540.1 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1505.86,1540.1,20.4,20.4,0.55,ellipse,4vvv,,1505.86,1540.1,12,12,,,1,ellipse,4vvv,,1505.86,1540.1,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-1-3,E129,4,4,3,1,3,,,,8,4,3,3,,,-19.375,740,-86.1111111111111,0,1493.96,1551.01,913.888888888889,1000,,,D43,,node,,1,1,symbol,OpenCircle,1493.96,1551.01,12,12,0 1493.96 1551.01 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1493.96,1551.01,20.4,20.4,0.55,ellipse,4vvv,,1493.96,1551.01,12,12,,,1,ellipse,4vvv,,1493.96,1551.01,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-2,D44,3,4,3,2,,,,,8,4,3,,,,-16.875,640,-75,0,1406.01,1494.73,925,1000,,,C15,,node,,1,1,symbol,OpenCircle,1406.01,1494.73,35,35,1 1406.01 1494.73 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1406.01,1494.73,59.5,59.5,0.55,ellipse,3vvv,,1406.01,1494.73,35,35,,,1,ellipse,3vvv,,1406.01,1494.73,35,35,,,,,,,,,,,,,,,,,,,
X,n4-3-2-1,E130,4,4,3,2,1,,,,8,4,3,3,,,-18.125,740,-80.5555555555556,0,1481.82,1561.65,919.444444444444,1000,,,D44,,node,,1,1,symbol,OpenCircle,1481.82,1561.65,12,12,0 1481.82 1561.65 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1481.82,1561.65,20.4,20.4,0.55,ellipse,4vvv,,1481.82,1561.65,12,12,,,1,ellipse,4vvv,,1481.82,1561.65,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-2-2,E131,4,4,3,2,2,,,,8,4,3,3,,,-16.875,740,-75,0,1469.45,1572.03,925,1000,,,D44,,node,,1,1,symbol,OpenCircle,1469.45,1572.03,12,12,0 1469.45 1572.03 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1469.45,1572.03,20.4,20.4,0.55,ellipse,4vvv,,1469.45,1572.03,12,12,,,1,ellipse,4vvv,,1469.45,1572.03,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-2-3,E132,4,4,3,2,3,,,,8,4,3,3,,,-15.625,740,-69.4444444444444,0,1456.86,1582.13,930.555555555556,1000,,,D44,,node,,1,1,symbol,OpenCircle,1456.86,1582.13,12,12,0 1456.86 1582.13 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1456.86,1582.13,20.4,20.4,0.55,ellipse,4vvv,,1456.86,1582.13,12,12,,,1,ellipse,4vvv,,1456.86,1582.13,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-3,D45,3,4,3,3,,,,,8,4,3,,,,-13.125,640,-58.3333333333333,0,1372.79,1520.22,941.666666666667,1000,,,C15,,node,,1,1,symbol,OpenCircle,1372.79,1520.22,35,35,1 1372.79 1520.22 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1372.79,1520.22,59.5,59.5,0.55,ellipse,3vvv,,1372.79,1520.22,35,35,,,1,ellipse,3vvv,,1372.79,1520.22,35,35,,,,,,,,,,,,,,,,,,,
X,n4-3-3-1,E133,4,4,3,3,1,,,,8,4,3,3,,,-14.375,740,-63.8888888888889,0,1444.05,1591.96,936.111111111111,1000,,,D45,,node,,1,1,symbol,OpenCircle,1444.05,1591.96,12,12,0 1444.05 1591.96 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1444.05,1591.96,20.4,20.4,0.55,ellipse,4vvv,,1444.05,1591.96,12,12,,,1,ellipse,4vvv,,1444.05,1591.96,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-3-2,E134,4,4,3,3,2,,,,8,4,3,3,,,-13.125,740,-58.3333333333333,0,1431.03,1601.51,941.666666666667,1000,,,D45,,node,,1,1,symbol,OpenCircle,1431.03,1601.51,12,12,0 1431.03 1601.51 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1431.03,1601.51,20.4,20.4,0.55,ellipse,4vvv,,1431.03,1601.51,12,12,,,1,ellipse,4vvv,,1431.03,1601.51,12,12,,,,,,,,,,,,,,,,,,,
X,n4-3-3-3,E135,4,4,3,3,3,,,,8,4,3,3,,,-11.875,740,-52.7777777777778,0,1417.81,1610.77,947.222222222222,1000,,,D45,,node,,1,1,symbol,OpenCircle,1417.81,1610.77,12,12,0 1417.81 1610.77 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1417.81,1610.77,20.4,20.4,0.55,ellipse,4vvv,,1417.81,1610.77,12,12,,,1,ellipse,4vvv,,1417.81,1610.77,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4,C16,2,4,4,,,,,,8,4,,,,,-5.625,500,-25,0,1235.7,1440.96,975,1000,,,E108,,node,,1,1,symbol,OpenCircle,1235.7,1440.96,60,60,1 1235.7 1440.96 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1235.7,1440.96,102,102,0.55,ellipse,2vvv,,1235.7,1440.96,60,60,,,1,ellipse,2vvv,,1235.7,1440.96,60,60,,,,,,,,,,,,,,,,,,,
X,n4-4-1,D46,3,4,4,1,,,,,8,4,3,,,,-9.375,640,-41.6666666666667,0,1337.96,1543.49,958.333333333333,1000,,,C16,,node,,1,1,symbol,OpenCircle,1337.96,1543.49,35,35,1 1337.96 1543.49 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1337.96,1543.49,59.5,59.5,0.55,ellipse,3vvv,,1337.96,1543.49,35,35,,,1,ellipse,3vvv,,1337.96,1543.49,35,35,,,,,,,,,,,,,,,,,,,
X,n4-4-1-1,E136,4,4,4,1,1,,,,8,4,3,3,,,-10.625,740,-47.2222222222222,0,1404.39,1619.74,952.777777777778,1000,,,D46,,node,,1,1,symbol,OpenCircle,1404.39,1619.74,12,12,0 1404.39 1619.74 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1404.39,1619.74,20.4,20.4,0.55,ellipse,4vvv,,1404.39,1619.74,12,12,,,1,ellipse,4vvv,,1404.39,1619.74,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-1-2,E137,4,4,4,1,2,,,,8,4,3,3,,,-9.375,740,-41.6666666666667,0,1390.77,1628.41,958.333333333333,1000,,,D46,,node,,1,1,symbol,OpenCircle,1390.77,1628.41,12,12,0 1390.77 1628.41 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1390.77,1628.41,20.4,20.4,0.55,ellipse,4vvv,,1390.77,1628.41,12,12,,,1,ellipse,4vvv,,1390.77,1628.41,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-1-3,E138,4,4,4,1,3,,,,8,4,3,3,,,-8.125,740,-36.1111111111111,0,1376.97,1636.78,963.888888888889,1000,,,D46,,node,,1,1,symbol,OpenCircle,1376.97,1636.78,12,12,0 1376.97 1636.78 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1376.97,1636.78,20.4,20.4,0.55,ellipse,4vvv,,1376.97,1636.78,12,12,,,1,ellipse,4vvv,,1376.97,1636.78,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-2,D47,3,4,4,2,,,,,8,4,3,,,,-5.625,640,-25,0,1301.69,1564.43,975,1000,,,C16,,node,,1,1,symbol,OpenCircle,1301.69,1564.43,35,35,1 1301.69 1564.43 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1301.69,1564.43,59.5,59.5,0.55,ellipse,3vvv,,1301.69,1564.43,35,35,,,1,ellipse,3vvv,,1301.69,1564.43,35,35,,,,,,,,,,,,,,,,,,,
X,n4-4-2-1,E139,4,4,4,2,1,,,,8,4,3,3,,,-6.875,740,-30.5555555555556,0,1362.99,1644.86,969.444444444444,1000,,,D47,,node,,1,1,symbol,OpenCircle,1362.99,1644.86,12,12,0 1362.99 1644.86 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1362.99,1644.86,20.4,20.4,0.55,ellipse,4vvv,,1362.99,1644.86,12,12,,,1,ellipse,4vvv,,1362.99,1644.86,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-2-2,E140,4,4,4,2,2,,,,8,4,3,3,,,-5.625,740,-25,0,1348.83,1652.62,975,1000,,,D47,,node,,1,1,symbol,OpenCircle,1348.83,1652.62,12,12,0 1348.83 1652.62 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1348.83,1652.62,20.4,20.4,0.55,ellipse,4vvv,,1348.83,1652.62,12,12,,,1,ellipse,4vvv,,1348.83,1652.62,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-2-3,E141,4,4,4,2,3,,,,8,4,3,3,,,-4.375,740,-19.4444444444444,0,1334.51,1660.08,980.555555555556,1000,,,D47,,node,,1,1,symbol,OpenCircle,1334.51,1660.08,12,12,0 1334.51 1660.08 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1334.51,1660.08,20.4,20.4,0.55,ellipse,4vvv,,1334.51,1660.08,12,12,,,1,ellipse,4vvv,,1334.51,1660.08,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-3,D48,3,4,4,3,,,,,8,4,3,,,,-1.875,640,-8.33333333333333,0,1264.13,1582.95,991.666666666667,1000,,,C16,,node,,1,1,symbol,OpenCircle,1264.13,1582.95,35,35,1 1264.13 1582.95 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1264.13,1582.95,59.5,59.5,0.55,ellipse,3vvv,,1264.13,1582.95,35,35,,,1,ellipse,3vvv,,1264.13,1582.95,35,35,,,,,,,,,,,,,,,,,,,
X,n4-4-3-1,E142,4,4,4,3,1,,,,8,4,3,3,,,-3.125,740,-13.8888888888889,0,1320.03,1667.22,986.111111111111,1000,,,D48,,node,,1,1,symbol,OpenCircle,1320.03,1667.22,12,12,0 1320.03 1667.22 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1320.03,1667.22,20.4,20.4,0.55,ellipse,4vvv,,1320.03,1667.22,12,12,,,1,ellipse,4vvv,,1320.03,1667.22,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-3-2,E143,4,4,4,3,2,,,,8,4,3,3,,,-1.875,740,-8.33333333333333,0,1305.4,1674.04,991.666666666667,1000,,,D48,,node,,1,1,symbol,OpenCircle,1305.4,1674.04,12,12,0 1305.4 1674.04 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1305.4,1674.04,20.4,20.4,0.55,ellipse,4vvv,,1305.4,1674.04,12,12,,,1,ellipse,4vvv,,1305.4,1674.04,12,12,,,,,,,,,,,,,,,,,,,
X,n4-4-3-3,E144,4,4,4,3,3,,,,8,4,3,3,,,-0.625,740,-2.77777777777777,0,1290.63,1680.54,997.222222222222,1000,,,D48,,node,,1,1,symbol,OpenCircle,1290.63,1680.54,12,12,0 1290.63 1680.54 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1290.63,1680.54,20.4,20.4,0.55,ellipse,4vvv,,1290.63,1680.54,12,12,,,1,ellipse,4vvv,,1290.63,1680.54,12,12,,,,,,,,,,,,,,,,,,,
X,n5,B5,1,5,,,,,,,8,,,,,,22.5,260,100,0,1000,1260,1100,1000,,,A,,node,,1,1,symbol,OpenCircle,1000,1260,95,95,1 1000 1260 0 0 0 0 VCThingLabel 36 ,0.1,0,1vvv,,1000,1260,161.5,161.5,0.55,ellipse,1vvv,,1000,1260,95,95,,,1,ellipse,1vvv,,1000,1260,95,95,,,,,,,,,,,,,,,,,,,
X,n5-1,C17,2,5,1,,,,,,8,4,,,,,5.625,500,25,0,1145.14,1478.47,1025,1000,,,E144,,node,,1,1,symbol,OpenCircle,1145.14,1478.47,60,60,1 1145.14 1478.47 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1145.14,1478.47,102,102,0.55,ellipse,2vvv,,1145.14,1478.47,60,60,,,1,ellipse,2vvv,,1145.14,1478.47,60,60,,,,,,,,,,,,,,,,,,,
X,n5-1-1,D49,3,5,1,1,,,,,8,4,3,,,,1.875,640,8.33333333333334,0,1225.44,1598.98,1008.33333333333,1000,,,C17,,node,,1,1,symbol,OpenCircle,1225.44,1598.98,35,35,1 1225.44 1598.98 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1225.44,1598.98,59.5,59.5,0.55,ellipse,3vvv,,1225.44,1598.98,35,35,,,1,ellipse,3vvv,,1225.44,1598.98,35,35,,,,,,,,,,,,,,,,,,,
X,n5-1-1-1,E145,4,5,1,1,1,,,,8,4,3,3,,,0.625,740,2.77777777777778,0,1275.71,1686.72,1002.77777777778,1000,,,D49,,node,,1,1,symbol,OpenCircle,1275.71,1686.72,12,12,0 1275.71 1686.72 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1275.71,1686.72,20.4,20.4,0.55,ellipse,4vvv,,1275.71,1686.72,12,12,,,1,ellipse,4vvv,,1275.71,1686.72,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-1-2,E146,4,5,1,1,2,,,,8,4,3,3,,,1.875,740,8.33333333333334,0,1260.67,1692.57,1008.33333333333,1000,,,D49,,node,,1,1,symbol,OpenCircle,1260.67,1692.57,12,12,0 1260.67 1692.57 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1260.67,1692.57,20.4,20.4,0.55,ellipse,4vvv,,1260.67,1692.57,12,12,,,1,ellipse,4vvv,,1260.67,1692.57,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-1-3,E147,4,5,1,1,3,,,,8,4,3,3,,,3.125,740,13.8888888888889,0,1245.49,1698.09,1013.88888888889,1000,,,D49,,node,,1,1,symbol,OpenCircle,1245.49,1698.09,12,12,0 1245.49 1698.09 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1245.49,1698.09,20.4,20.4,0.55,ellipse,4vvv,,1245.49,1698.09,12,12,,,1,ellipse,4vvv,,1245.49,1698.09,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-2,D50,3,5,1,2,,,,,8,4,3,,,,5.625,640,25,0,1185.78,1612.44,1025,1000,,,C17,,node,,1,1,symbol,OpenCircle,1185.78,1612.44,35,35,1 1185.78 1612.44 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1185.78,1612.44,59.5,59.5,0.55,ellipse,3vvv,,1185.78,1612.44,35,35,,,1,ellipse,3vvv,,1185.78,1612.44,35,35,,,,,,,,,,,,,,,,,,,
X,n5-1-2-1,E148,4,5,1,2,1,,,,8,4,3,3,,,4.375,740,19.4444444444444,0,1230.21,1703.28,1019.44444444444,1000,,,D50,,node,,1,1,symbol,OpenCircle,1230.21,1703.28,12,12,0 1230.21 1703.28 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1230.21,1703.28,20.4,20.4,0.55,ellipse,4vvv,,1230.21,1703.28,12,12,,,1,ellipse,4vvv,,1230.21,1703.28,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-2-2,E149,4,5,1,2,2,,,,8,4,3,3,,,5.625,740,25,0,1214.81,1708.14,1025,1000,,,D50,,node,,1,1,symbol,OpenCircle,1214.81,1708.14,12,12,0 1214.81 1708.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1214.81,1708.14,20.4,20.4,0.55,ellipse,4vvv,,1214.81,1708.14,12,12,,,1,ellipse,4vvv,,1214.81,1708.14,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-2-3,E150,4,5,1,2,3,,,,8,4,3,3,,,6.875,740,30.5555555555556,0,1199.31,1712.65,1030.55555555556,1000,,,D50,,node,,1,1,symbol,OpenCircle,1199.31,1712.65,12,12,0 1199.31 1712.65 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1199.31,1712.65,20.4,20.4,0.55,ellipse,4vvv,,1199.31,1712.65,12,12,,,1,ellipse,4vvv,,1199.31,1712.65,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-3,D51,3,5,1,3,,,,,8,4,3,,,,9.375,640,41.6666666666667,0,1145.33,1623.28,1041.66666666667,1000,,,C17,,node,,1,1,symbol,OpenCircle,1145.33,1623.28,35,35,1 1145.33 1623.28 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1145.33,1623.28,59.5,59.5,0.55,ellipse,3vvv,,1145.33,1623.28,35,35,,,1,ellipse,3vvv,,1145.33,1623.28,35,35,,,,,,,,,,,,,,,,,,,
X,n5-1-3-1,E151,4,5,1,3,1,,,,8,4,3,3,,,8.125,740,36.1111111111111,0,1183.72,1716.83,1036.11111111111,1000,,,D51,,node,,1,1,symbol,OpenCircle,1183.72,1716.83,12,12,0 1183.72 1716.83 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1183.72,1716.83,20.4,20.4,0.55,ellipse,4vvv,,1183.72,1716.83,12,12,,,1,ellipse,4vvv,,1183.72,1716.83,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-3-2,E152,4,5,1,3,2,,,,8,4,3,3,,,9.375,740,41.6666666666667,0,1168.04,1720.67,1041.66666666667,1000,,,D51,,node,,1,1,symbol,OpenCircle,1168.04,1720.67,12,12,0 1168.04 1720.67 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1168.04,1720.67,20.4,20.4,0.55,ellipse,4vvv,,1168.04,1720.67,12,12,,,1,ellipse,4vvv,,1168.04,1720.67,12,12,,,,,,,,,,,,,,,,,,,
X,n5-1-3-3,E153,4,5,1,3,3,,,,8,4,3,3,,,10.625,740,47.2222222222222,0,1152.28,1724.16,1047.22222222222,1000,,,D51,,node,,1,1,symbol,OpenCircle,1152.28,1724.16,12,12,0 1152.28 1724.16 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1152.28,1724.16,20.4,20.4,0.55,ellipse,4vvv,,1152.28,1724.16,12,12,,,1,ellipse,4vvv,,1152.28,1724.16,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2,C18,2,5,2,,,,,,8,4,,,,,16.875,500,75,0,1049.01,1497.59,1075,1000,,,E144,,node,,1,1,symbol,OpenCircle,1049.01,1497.59,60,60,1 1049.01 1497.59 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1049.01,1497.59,102,102,0.55,ellipse,2vvv,,1049.01,1497.59,60,60,,,1,ellipse,2vvv,,1049.01,1497.59,60,60,,,,,,,,,,,,,,,,,,,
X,n5-2-1,D52,3,5,2,1,,,,,8,4,3,,,,13.125,640,58.3333333333333,0,1104.25,1631.45,1058.33333333333,1000,,,C18,,node,,1,1,symbol,OpenCircle,1104.25,1631.45,35,35,1 1104.25 1631.45 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1104.25,1631.45,59.5,59.5,0.55,ellipse,3vvv,,1104.25,1631.45,35,35,,,1,ellipse,3vvv,,1104.25,1631.45,35,35,,,,,,,,,,,,,,,,,,,
X,n5-2-1-1,E154,4,5,2,1,1,,,,8,4,3,3,,,11.875,740,52.7777777777778,0,1136.44,1727.31,1052.77777777778,1000,,,D52,,node,,1,1,symbol,OpenCircle,1136.44,1727.31,12,12,0 1136.44 1727.31 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1136.44,1727.31,20.4,20.4,0.55,ellipse,4vvv,,1136.44,1727.31,12,12,,,1,ellipse,4vvv,,1136.44,1727.31,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-1-2,E155,4,5,2,1,2,,,,8,4,3,3,,,13.125,740,58.3333333333333,0,1120.54,1730.12,1058.33333333333,1000,,,D52,,node,,1,1,symbol,OpenCircle,1120.54,1730.12,12,12,0 1120.54 1730.12 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1120.54,1730.12,20.4,20.4,0.55,ellipse,4vvv,,1120.54,1730.12,12,12,,,1,ellipse,4vvv,,1120.54,1730.12,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-1-3,E156,4,5,2,1,3,,,,8,4,3,3,,,14.375,740,63.8888888888889,0,1104.59,1732.57,1063.88888888889,1000,,,D52,,node,,1,1,symbol,OpenCircle,1104.59,1732.57,12,12,0 1104.59 1732.57 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1104.59,1732.57,20.4,20.4,0.55,ellipse,4vvv,,1104.59,1732.57,12,12,,,1,ellipse,4vvv,,1104.59,1732.57,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-2,D53,3,5,2,2,,,,,8,4,3,,,,16.875,640,75,0,1062.73,1636.92,1075,1000,,,C18,,node,,1,1,symbol,OpenCircle,1062.73,1636.92,35,35,1 1062.73 1636.92 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1062.73,1636.92,59.5,59.5,0.55,ellipse,3vvv,,1062.73,1636.92,35,35,,,1,ellipse,3vvv,,1062.73,1636.92,35,35,,,,,,,,,,,,,,,,,,,
X,n5-2-2-1,E157,4,5,2,2,1,,,,8,4,3,3,,,15.625,740,69.4444444444444,0,1088.58,1734.68,1069.44444444444,1000,,,D53,,node,,1,1,symbol,OpenCircle,1088.58,1734.68,12,12,0 1088.58 1734.68 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1088.58,1734.68,20.4,20.4,0.55,ellipse,4vvv,,1088.58,1734.68,12,12,,,1,ellipse,4vvv,,1088.58,1734.68,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-2-2,E158,4,5,2,2,2,,,,8,4,3,3,,,16.875,740,75,0,1072.53,1736.44,1075,1000,,,D53,,node,,1,1,symbol,OpenCircle,1072.53,1736.44,12,12,0 1072.53 1736.44 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1072.53,1736.44,20.4,20.4,0.55,ellipse,4vvv,,1072.53,1736.44,12,12,,,1,ellipse,4vvv,,1072.53,1736.44,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-2-3,E159,4,5,2,2,3,,,,8,4,3,3,,,18.125,740,80.5555555555556,0,1056.45,1737.84,1080.55555555556,1000,,,D53,,node,,1,1,symbol,OpenCircle,1056.45,1737.84,12,12,0 1056.45 1737.84 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1056.45,1737.84,20.4,20.4,0.55,ellipse,4vvv,,1056.45,1737.84,12,12,,,1,ellipse,4vvv,,1056.45,1737.84,12,12,,,,,,,,,,,,,,,,,,,
X,n5-2-3,D54,3,5,2,3,,,,,8,4,3,,,,20.625,640,91.6666666666667,0,1020.94,1639.66,1091.66666666667,1000,,,C18,,node,,1,1,symbol,OpenCircle,1020.94,1639.66,35,35,1 1020.94 1639.66 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1020.94,1639.66,59.5,59.5,0.55,ellipse,3vvv,,1020.94,1639.66,35,35,,,1,ellipse,3vvv,,1020.94,1639.66,35,35,,,,,,,,,,,,,,,,,,,
